STATE/UT,DISTRICT,YEAR,MURDER,RAPE,K&A,ROBBERY,BURGLARY,THEFT,DD,IMG,sum_of_crime_numbers
GUJARAT,PALANPUR,2005,40,11,23,20,192,306,1,0,593
GUJARAT,PANCHMAHAL,2005,50,12,32,23,135,251,1,0,504
GUJARAT,PATAN,2005,24,6,22,13,84,303,0,0,452
GUJARAT,PORBANDAR,2005,10,1,9,13,48,61,1,0,143
GUJARAT,RAJKOT COMMR.,2005,24,7,37,31,265,989,0,0,1353
GUJARAT,RAJKOT RURAL,2005,35,18,56,27,185,369,4,0,694
GUJARAT,SURAT COMMR.,2005,86,23,114,56,429,1797,12,0,2517
GUJARAT,SURAT RURAL,2005,46,9,14,17,92,181,5,0,364
GUJARAT,SURENDRANAGAR,2005,30,13,38,23,126,305,0,0,535
GUJARAT,VADODARA COMMR.,2005,26,5,39,20,392,1341,0,0,1823
GUJARAT,VADODARA RURAL,2005,70,21,37,16,105,166,0,0,415
